城市,日期,AQI,质量等级,AQI排名,PM2.5,PM10,NO2,SO2,CO,O3
兰州市,2014-01-01,162,中度污染,155,120,214,38,52,1.76,20
兰州市,2014-01-02,128,轻度污染,78,77,154,28,49,1.60,21
兰州市,2014-01-03,101,轻度污染,55,69,141,33,52,1.53,20
兰州市,2014-01-04,122,轻度污染,94,92,164,37,51,1.58,20
兰州市,2014-01-05,116,轻度污染,46,87,162,35,53,1.74,18
兰州市,2014-01-06,98,良,36,62,134,26,38,1.30,36
兰州市,2014-01-07,52,良,6,15,56,26,22,1.26,38
兰州市,2014-01-08,49,优,29,23,55,35,28,1.47,35
兰州市,2014-01-09,84,良,122,53,116,51,43,2.29,25
兰州市,2014-01-10,85,良,56,55,118,47,37,1.69,26
兰州市,2014-01-11,73,良,33,40,94,37,30,1.49,28
兰州市,2014-01-12,82,良,67,50,113,45,44,1.94,22
兰州市,2014-01-13,105,轻度污染,98,74,150,52,45,2.35,21
兰州市,2014-01-14,102,轻度污染,75,74,147,48,55,2.21,24
兰州市,2014-01-15,184,中度污染,119,292,148,51,44,2.27,26
兰州市,2014-01-16,117,轻度污染,57,83,160,61,54,2.11,55
兰州市,2014-01-17,135,轻度污染,62,101,199,53,51,1.99,21
兰州市,2014-01-18,139,轻度污染,74,97,190,47,37,1.98,32
兰州市,2014-01-19,142,轻度污染,81,51,231,27,27,1.30,45
兰州市,2014-01-20,123,轻度污染,81,86,168,50,44,2.36,24
兰州市,2014-01-21,115,轻度污染,145,87,135,55,47,2.28,26
兰州市,2014-01-22,132,轻度污染,144,100,142,68,51,2.79,27
兰州市,2014-01-24,75,良,41,36,99,31,28,1.14,37
兰州市,2014-01-25,73,良,39,49,82,45,37,1.54,33
兰州市,2014-01-26,100,良,112,74,113,55,49,2.62,22
兰州市,2014-01-27,92,良,95,66,103,41,31,2.18,33
兰州市,2014-01-28,71,良,65,51,75,46,37,1.60,37
兰州市,2014-01-29,136,轻度污染,133,85,155,58,42,2.04,41
兰州市,2014-01-30,104,轻度污染,58,71,128,54,44,1.93,45
兰州市,2014-01-31,153,中度污染,49,115,158,56,55,2.28,41
兰州市,2014-02-01,105,轻度污染,82,78,106,52,48,2.05,43
兰州市,2014-02-02,114,轻度污染,74,85,129,46,40,2.25,38
兰州市,2014-02-03,72,良,89,22,94,19,22,0.76,49
兰州市,2014-02-04,69,良,131,37,86,25,30,1.06,36
兰州市,2014-02-05,72,良,139,38,93,15,23,0.82,29
兰州市,2014-02-06,77,良,136,46,103,14,20,0.78,34
兰州市,2014-02-07,106,轻度污染,151,61,160,21,23,1.26,35
兰州市,2014-02-08,93,良,142,66,123,15,23,0.74,45
兰州市,2014-02-09,48,优,78,31,46,12,15,0.58,51
兰州市,2014-02-10,80,良,145,58,72,24,19,1.15,40
兰州市,2014-02-11,87,良,108,64,86,24,20,1.05,41
兰州市,2014-02-12,69,良,42,49,70,19,15,0.75,47
兰州市,2014-02-13,99,良,103,74,94,30,20,1.37,39
兰州市,2014-02-14,118,轻度污染,100,88,111,45,30,1.55,44
兰州市,2014-02-15,103,轻度污染,57,77,102,45,43,1.83,34
兰州市,2014-02-16,92,良,93,68,83,37,29,1.61,35
兰州市,2014-02-17,99,良,127,74,89,45,38,1.48,47
兰州市,2014-02-18,97,良,154,66,101,52,43,2.26,36
兰州市,2014-02-19,79,良,79,53,98,69,49,2.07,31
兰州市,2014-02-20,98,良,91,72,138,71,47,2.73,26
兰州市,2014-02-21,89,良,48,65,109,64,38,1.62,53
兰州市,2014-02-22,99,良,55,74,120,55,33,1.87,45
兰州市,2014-02-23,100,良,57,74,123,51,33,1.91,35
兰州市,2014-02-24,87,良,42,63,103,44,26,1.47,36
兰州市,2014-02-25,105,轻度污染,84,66,135,41,23,1.56,38
兰州市,2014-02-26,170,中度污染,143,160,184,21,15,0.56,64
兰州市,2014-02-27,93,良,103,40,135,56,25,1.34,27
兰州市,2014-02-28,92,良,150,32,133,26,20,0.72,57
兰州市,2014-03-01,94,良,142,41,136,42,29,1.19,53
兰州市,2014-03-02,85,良,87,40,118,37,22,0.85,53
兰州市,2014-03-03,88,良,97,42,123,34,18,1.03,47
兰州市,2014-03-04,86,良,121,29,121,39,20,0.82,50
兰州市,2014-03-05,105,轻度污染,153,38,147,40,25,0.78,66
兰州市,2014-03-06,94,良,146,41,124,44,34,0.96,86
兰州市,2014-03-07,88,良,136,47,102,34,24,1.06,92
兰州市,2014-03-08,105,轻度污染,132,62,146,56,30,1.45,97
兰州市,2014-03-09,109,轻度污染,130,69,164,73,41,1.95,38
兰州市,2014-03-10,101,轻度污染,98,64,148,60,35,1.65,31
兰州市,2014-03-11,91,良,67,33,131,26,21,0.78,45
兰州市,2014-03-12,85,良,101,27,120,18,18,0.47,55
兰州市,2014-03-13,94,良,147,44,137,56,31,1.01,34
兰州市,2014-03-14,120,轻度污染,171,64,189,75,41,1.76,30
兰州市,2014-03-15,130,轻度污染,155,79,204,87,53,2.23,33
兰州市,2014-03-16,114,轻度污染,106,66,172,64,41,1.72,40
兰州市,2014-03-17,107,轻度污染,77,46,163,42,24,0.96,41
兰州市,2014-03-18,130,轻度污染,90,66,208,56,35,1.41,49
兰州市,2014-03-19,146,轻度污染,169,65,241,33,29,0.63,62
兰州市,2014-03-20,80,良,100,28,110,32,23,0.61,40
兰州市,2014-03-21,88,良,140,37,125,46,22,1.07,39
兰州市,2014-03-22,65,良,33,30,80,30,14,1.02,29
兰州市,2014-03-23,69,良,37,38,86,43,21,1.50,28
兰州市,2014-03-25,127,轻度污染,128,77,201,64,43,1.88,18
兰州市,2014-03-26,134,轻度污染,125,69,216,59,36,1.73,25
兰州市,2014-03-27,122,轻度污染,110,63,193,30,17,0.87,30
兰州市,2014-03-28,100,良,116,52,149,40,23,0.95,28
兰州市,2014-03-29,110,轻度污染,125,67,169,65,36,1.41,24
兰州市,2014-03-30,72,良,50,45,89,31,19,0.90,28
兰州市,2014-03-31,86,良,102,58,116,51,24,1.81,25
兰州市,2014-04-01,91,良,107,51,128,50,36,1.51,37
兰州市,2014-04-02,62,良,41,31,74,29,30,0.79,63
兰州市,2014-04-03,68,良,69,34,86,36,30,1.00,44
兰州市,2014-04-04,88,良,111,54,125,59,38,1.38,41
兰州市,2014-04-05,82,良,94,45,112,53,31,1.46,37
兰州市,2014-04-06,74,良,86,41,96,52,23,1.11,36
兰州市,2014-04-07,110,轻度污染,153,65,167,73,38,1.68,44
兰州市,2014-04-08,121,轻度污染,115,65,186,68,35,1.50,49
兰州市,2014-04-09,69,良,34,48,77,33,21,1.15,48
兰州市,2014-04-10,109,轻度污染,120,58,167,61,31,1.34,35
兰州市,2014-04-11,80,良,82,52,106,37,18,1.02,44
兰州市,2014-04-12,77,良,100,46,103,50,23,1.36,32
兰州市,2014-04-13,81,良,105,43,110,56,28,1.31,37
兰州市,2014-04-14,66,良,43,30,81,39,24,1.28,42
兰州市,2014-04-15,60,良,32,35,67,56,27,1.58,31
兰州市,2014-04-16,44,优,7,24,45,26,20,1.09,45
兰州市,2014-04-17,64,良,56,38,77,28,25,1.02,36
兰州市,2014-04-18,44,优,11,28,42,29,17,1.00,33
兰州市,2014-04-19,45,优,27,28,44,34,17,1.06,38
兰州市,2014-04-20,57,良,51,40,57,39,19,1.17,27
兰州市,2014-04-21,43,优,16,22,45,41,14,1.17,34
兰州市,2014-04-22,82,良,116,47,112,67,26,1.92,43
兰州市,2014-04-23,96,良,116,57,141,64,28,1.67,33
兰州市,2014-04-24,347,严重污染,187,254,977,37,19,1.07,32
兰州市,2014-04-25,265,重度污染,186,115,388,41,18,1.23,36
兰州市,2014-04-26,254,重度污染,186,91,382,56,35,1.72,26
兰州市,2014-04-27,189,中度污染,187,80,311,51,37,1.66,37
兰州市,2014-04-28,132,轻度污染,178,62,212,55,31,1.22,45
兰州市,2014-04-29,152,中度污染,189,80,251,80,43,1.76,43
兰州市,2014-04-30,244,重度污染,188,133,457,72,47,1.79,40
兰州市,2014-05-01,101,轻度污染,83,45,134,22,12,0.80,60
兰州市,2014-05-02,101,轻度污染,129,44,151,51,20,1.28,43
兰州市,2014-05-03,120,轻度污染,180,56,188,61,24,1.15,36
兰州市,2014-05-04,93,良,174,35,134,53,23,1.24,42
兰州市,2014-05-05,83,良,151,37,115,67,36,1.60,45
兰州市,2014-05-06,108,轻度污染,167,56,165,78,42,1.77,39
兰州市,2014-05-07,107,轻度污染,166,58,163,73,45,1.75,49
兰州市,2014-05-08,105,轻度污染,124,54,158,70,35,1.49,59
兰州市,2014-05-09,337,严重污染,189,271,746,21,11,0.93,59
兰州市,2014-05-10,69,良,139,41,91,25,10,1.11,55
兰州市,2014-05-11,74,良,172,47,82,60,29,2.03,61
兰州市,2014-05-12,84,良,132,49,110,62,44,1.67,58
兰州市,2014-05-13,92,良,124,49,132,37,23,1.07,76
兰州市,2014-05-14,73,良,80,33,90,24,16,0.81,77
兰州市,2014-05-15,68,良,72,33,83,57,34,1.42,53
兰州市,2014-05-16,85,良,82,38,117,67,41,1.48,57
兰州市,2014-05-17,77,良,71,43,104,67,39,1.22,44
兰州市,2014-05-18,111,轻度污染,149,61,165,50,33,1.33,46
兰州市,2014-05-19,56,良,34,30,63,44,21,1.14,58
兰州市,2014-05-20,103,轻度污染,113,60,149,72,40,1.52,56
兰州市,2014-05-21,68,良,47,34,85,36,29,1.03,51
兰州市,2014-05-22,66,良,52,30,80,31,16,1.08,51
兰州市,2014-05-23,76,良,96,43,96,33,21,1.18,48
兰州市,2014-05-24,205,重度污染,184,118,374,33,10,0.95,51
兰州市,2014-05-25,232,重度污染,182,119,344,43,20,0.91,59
兰州市,2014-05-26,125,轻度污染,131,74,199,56,29,1.52,65
兰州市,2014-05-27,85,良,54,55,111,56,27,1.29,61
兰州市,2014-05-28,96,良,102,61,134,68,34,1.56,46
兰州市,2014-05-29,88,良,58,53,122,46,35,1.59,53
兰州市,2014-05-30,66,良,44,33,83,36,17,1.15,49
兰州市,2014-05-31,70,良,62,41,84,37,27,1.51,64
兰州市,2014-06-01,83,良,126,55,101,26,27,1.67,60
兰州市,2014-06-02,85,良,149,62,86,16,16,1.33,64
兰州市,2014-06-03,84,良,150,61,90,16,15,1.21,45
兰州市,2014-06-04,78,良,107,51,97,28,18,1.36,47
兰州市,2014-06-05,80,良,99,42,108,26,17,1.55,53
兰州市,2014-06-06,72,良,91,37,93,15,11,1.25,74
兰州市,2014-06-07,92,良,135,53,131,44,31,1.44,45
兰州市,2014-06-08,74,良,79,40,96,24,17,0.73,67
兰州市,2014-06-09,64,良,87,34,76,26,15,0.80,54
兰州市,2014-06-10,68,良,103,44,79,34,21,1.12,46
兰州市,2014-06-11,82,良,127,56,106,37,19,1.01,52
兰州市,2014-06-12,66,良,56,45,74,29,19,1.02,66
兰州市,2014-06-13,81,良,80,59,72,28,11,1.02,53
兰州市,2014-06-14,115,轻度污染,124,85,126,35,27,1.36,66
兰州市,2014-06-15,83,良,64,52,109,32,26,1.49,71
兰州市,2014-06-16,74,良,76,36,96,28,24,0.99,72
兰州市,2014-06-17,93,良,142,50,132,33,34,1.28,61
兰州市,2014-06-18,74,良,99,48,92,16,15,0.76,50
兰州市,2014-06-19,59,良,79,40,60,21,7,0.81,45
兰州市,2014-06-20,75,良,162,45,95,37,20,1.24,33
兰州市,2014-06-21,89,良,165,53,122,37,16,1.31,51
兰州市,2014-06-22,82,良,147,41,113,37,16,1.22,39
兰州市,2014-06-23,68,良,94,40,83,25,12,0.95,47
兰州市,2014-06-24,62,良,81,37,66,21,6,0.85,40
兰州市,2014-06-25,106,轻度污染,167,79,117,41,10,1.15,43
兰州市,2014-06-26,92,良,150,63,112,48,28,1.84,45
兰州市,2014-06-27,97,良,171,61,141,28,11,0.84,48
兰州市,2014-06-28,60,良,73,41,56,30,6,0.81,41
兰州市,2014-06-29,69,良,97,42,80,38,14,1.47,40
兰州市,2014-06-30,77,良,95,54,86,48,15,0.91,39
兰州市,2014-07-01,78,良,99,53,92,43,21,1.22,51
兰州市,2014-07-02,86,良,155,57,113,48,23,1.26,53
兰州市,2014-07-03,59,良,59,38,65,37,8,0.84,56
兰州市,2014-07-04,84,良,129,53,111,54,21,1.29,56
兰州市,2014-07-05,78,良,132,44,102,42,16,1.04,57
兰州市,2014-07-06,68,良,120,42,84,26,9,0.78,52
兰州市,2014-07-07,107,轻度污染,165,68,161,25,9,0.76,53
兰州市,2014-07-08,60,良,58,42,58,22,6,0.90,39
兰州市,2014-07-09,47,优,41,32,39,22,6,0.85,43
兰州市,2014-07-10,59,良,68,39,64,27,9,0.90,40
兰州市,2014-07-11,85,良,101,48,118,49,14,0.96,31
兰州市,2014-07-12,90,良,138,48,130,36,12,0.63,41
兰州市,2014-07-13,68,良,115,41,82,52,12,1.11,35
兰州市,2014-07-14,73,良,96,43,94,54,18,1.50,45
兰州市,2014-07-15,73,良,114,43,93,41,21,0.78,68
兰州市,2014-07-16,68,良,109,36,83,43,16,0.87,54
兰州市,2014-07-17,69,良,106,39,87,41,14,0.81,52
兰州市,2014-07-18,61,良,85,36,69,31,8,0.80,43
兰州市,2014-07-19,58,良,83,40,60,31,10,0.92,45
兰州市,2014-07-20,49,优,63,29,50,31,9,0.82,23
兰州市,2014-07-21,63,良,105,38,73,25,9,0.79,33
兰州市,2014-07-22,54,良,69,37,51,35,5,0.99,24
兰州市,2014-07-23,65,良,128,44,63,45,7,1.42,38
兰州市,2014-07-24,85,良,154,60,95,52,16,1.75,44
兰州市,2014-07-25,95,良,168,54,135,54,16,1.22,50
兰州市,2014-07-26,82,良,89,45,112,52,17,1.13,45
兰州市,2014-07-27,60,良,53,36,68,34,11,1.19,54
兰州市,2014-07-28,72,良,80,38,92,39,15,1.22,44
兰州市,2014-07-29,80,良,85,44,108,36,16,0.92,48
兰州市,2014-07-30,80,良,142,50,109,40,17,1.31,40
兰州市,2014-07-31,74,良,124,47,95,36,10,0.72,30
兰州市,2014-08-01,71,良,136,41,91,36,15,0.94,41
兰州市,2014-08-02,105,轻度污染,163,70,157,39,17,0.80,34
兰州市,2014-08-03,72,良,101,44,92,26,16,0.78,38
兰州市,2014-08-04,51,良,34,34,51,28,10,0.86,31
兰州市,2014-08-05,84,良,153,62,81,36,12,0.99,27
兰州市,2014-08-06,39,优,37,26,36,27,11,0.78,46
兰州市,2014-08-07,70,良,141,43,88,41,18,1.15,51
兰州市,2014-08-09,81,良,158,47,108,51,15,1.23,52
兰州市,2014-08-10,91,良,163,50,126,56,16,1.29,29
兰州市,2014-08-11,55,良,61,37,58,29,11,0.71,48
兰州市,2014-08-12,55,良,82,35,54,42,14,0.74,52
兰州市,2014-08-13,60,良,98,33,70,44,19,0.75,46
兰州市,2014-08-14,68,良,145,36,84,48,19,0.91,63
兰州市,2014-08-15,84,良,142,49,116,64,23,1.23,59
兰州市,2014-08-16,78,良,114,42,102,46,16,0.84,62
兰州市,2014-08-17,64,良,102,33,77,25,18,0.68,61
兰州市,2014-08-18,86,良,167,49,116,40,24,1.19,44
兰州市,2014-08-19,79,良,137,39,104,31,16,0.86,62
兰州市,2014-08-20,72,良,106,44,91,31,17,1.09,48
兰州市,2014-08-21,91,良,116,67,104,38,14,1.61,30
兰州市,2014-08-23,79,良,110,53,99,39,9,1.08,33
兰州市,2014-08-24,67,良,135,40,81,42,20,1.45,47
兰州市,2014-08-25,81,良,155,46,107,46,21,1.28,40
兰州市,2014-08-26,69,良,97,45,82,42,26,1.36,58
兰州市,2014-08-27,91,良,168,49,129,33,24,1.38,52
兰州市,2014-08-28,60,良,84,31,70,18,12,0.82,49
兰州市,2014-08-29,57,良,85,34,63,16,8,0.72,43
兰州市,2014-08-30,52,良,63,32,53,15,7,0.64,48
兰州市,2014-08-31,73,良,147,43,93,28,19,1.11,32
兰州市,2014-09-01,62,良,127,36,76,23,9,0.79,39
兰州市,2014-09-02,66,良,151,36,80,26,13,0.94,41
兰州市,2014-09-03,88,良,186,46,120,33,20,1.17,51
兰州市,2014-09-04,86,良,161,48,119,28,18,1.03,49
兰州市,2014-09-05,69,良,72,38,86,21,13,0.78,42
兰州市,2014-09-06,62,良,43,42,67,19,12,0.82,36
兰州市,2014-09-07,64,良,72,43,70,26,18,1.01,44
兰州市,2014-09-08,105,轻度污染,159,76,126,34,17,1.18,21
兰州市,2014-09-09,123,轻度污染,185,90,126,33,14,1.38,35
兰州市,2014-09-10,62,良,79,34,75,28,13,1.07,26
兰州市,2014-09-11,44,优,34,30,40,19,11,0.98,31
兰州市,2014-09-12,74,良,166,50,90,39,23,1.83,24
兰州市,2014-09-13,121,轻度污染,187,77,186,25,15,1.07,27
兰州市,2014-09-14,55,良,119,37,61,17,9,0.71,36
兰州市,2014-09-15,49,优,100,29,49,22,11,0.88,41
兰州市,2014-09-16,41,优,57,23,39,23,9,0.93,37
兰州市,2014-09-17,61,良,144,36,71,37,12,1.02,45
兰州市,2014-09-18,82,良,160,54,108,43,20,1.37,44
兰州市,2014-09-19,82,良,140,47,107,49,23,1.25,45
兰州市,2014-09-20,75,良,134,34,98,42,20,1.25,39
兰州市,2014-09-21,51,良,61,27,54,27,13,1.15,27
兰州市,2014-09-22,42,优,27,25,40,23,8,0.85,41
兰州市,2014-09-23,62,良,110,43,66,42,12,1.45,42
兰州市,2014-09-24,89,良,159,58,119,49,21,1.67,54
兰州市,2014-09-25,68,良,74,35,85,36,13,1.08,47
兰州市,2014-09-26,77,良,82,47,100,38,22,1.27,37
兰州市,2014-09-27,94,良,119,62,126,39,23,1.43,33
兰州市,2014-09-28,75,良,120,50,83,31,13,1.24,49
兰州市,2014-09-29,90,良,175,56,128,37,21,1.35,44
兰州市,2014-09-30,64,良,139,33,76,19,14,1.06,39
兰州市,2014-10-01,65,良,109,36,78,17,10,0.93,40
兰州市,2014-10-02,99,良,163,59,144,28,16,1.19,44
兰州市,2014-10-03,92,良,145,51,132,22,17,0.96,51
兰州市,2014-10-04,60,良,84,29,73,16,11,0.79,50
兰州市,2014-10-05,77,良,128,43,101,33,25,1.42,40
兰州市,2014-10-06,72,良,85,39,91,27,21,1.16,43
兰州市,2014-10-07,75,良,56,49,93,34,24,1.11,37
兰州市,2014-10-08,85,良,81,59,101,31,24,1.21,41
兰州市,2014-10-09,57,良,24,33,64,22,10,0.90,41
兰州市,2014-10-10,76,良,79,45,91,20,15,0.93,41
兰州市,2014-10-11,29,优,2,12,22,13,9,0.68,53
兰州市,2014-10-12,41,优,29,28,39,25,13,1.05,41
兰州市,2014-10-13,71,良,136,50,80,35,17,1.42,43
兰州市,2014-10-14,107,轻度污染,145,79,134,44,25,1.88,42
兰州市,2014-10-15,92,良,55,59,127,40,22,1.17,28
兰州市,2014-10-16,81,良,71,55,98,36,17,1.44,22
兰州市,2014-10-17,134,轻度污染,152,100,136,53,20,1.75,28
兰州市,2014-10-18,124,轻度污染,122,93,132,46,24,1.44,37
兰州市,2014-10-19,76,良,88,47,98,41,24,1.14,42
兰州市,2014-10-20,74,良,67,49,97,38,19,1.16,33
兰州市,2014-10-21,64,良,40,40,73,48,16,1.25,41
兰州市,2014-10-22,89,良,101,59,120,48,23,1.48,38
兰州市,2014-10-23,98,良,100,71,132,52,30,1.72,31
兰州市,2014-10-24,98,良,93,70,126,60,33,1.91,34
兰州市,2014-10-25,81,良,61,55,105,48,30,1.69,27
兰州市,2014-10-26,86,良,68,63,103,46,26,1.62,36
兰州市,2014-10-27,68,良,52,46,78,35,17,1.25,34
兰州市,2014-10-28,41,优,9,21,45,34,11,1.06,35
兰州市,2014-10-29,70,良,100,46,85,36,18,1.49,37
兰州市,2014-10-30,43,优,29,25,41,32,13,0.96,35
兰州市,2014-10-31,39,优,14,22,37,31,11,0.87,41
兰州市,2014-11-01,46,优,30,26,46,34,11,0.72,52
兰州市,2014-11-02,86,良,170,58,115,66,22,1.64,30
兰州市,2014-11-03,129,轻度污染,189,96,166,95,33,2.33,41
兰州市,2014-11-04,106,轻度污染,151,79,129,83,31,2.50,13
兰州市,2014-11-05,111,轻度污染,127,83,135,83,36,2.75,21
兰州市,2014-11-06,122,轻度污染,139,91,150,76,32,2.76,7
兰州市,2014-11-07,101,轻度污染,163,75,122,67,33,2.09,21
兰州市,2014-11-08,104,轻度污染,155,77,119,68,27,2.26,10
兰州市,2014-11-09,65,良,81,44,70,45,20,1.32,16
兰州市,2014-11-10,79,良,69,41,106,28,16,0.80,43
兰州市,2014-11-11,81,良,80,44,110,42,15,1.17,35
兰州市,2014-11-12,67,良,92,31,82,32,20,0.97,36
兰州市,2014-11-13,118,轻度污染,183,84,159,65,34,2.33,18
兰州市,2014-11-14,98,良,124,71,140,42,30,1.92,18
兰州市,2014-11-15,81,良,70,40,109,25,20,1.12,35
兰州市,2014-11-16,108,轻度污染,105,73,161,46,29,2.14,20
兰州市,2014-11-17,119,轻度污染,124,87,170,53,36,2.59,18
兰州市,2014-11-18,122,轻度污染,129,91,167,48,39,2.82,18
兰州市,2014-11-19,117,轻度污染,112,86,156,60,37,2.00,21
兰州市,2014-11-20,111,轻度污染,89,75,155,54,29,1.79,18
兰州市,2014-11-21,106,轻度污染,80,79,132,66,39,2.08,17
兰州市,2014-11-22,97,良,63,72,115,45,37,1.79,28
兰州市,2014-11-23,78,良,68,54,99,48,30,1.55,32
兰州市,2014-11-24,97,良,130,72,100,46,21,1.65,22
兰州市,2014-11-25,168,中度污染,172,127,172,68,29,3.08,10
兰州市,2014-11-26,94,良,119,65,110,34,22,1.95,29
兰州市,2014-11-27,43,优,12,23,41,28,11,0.85,40
兰州市,2014-11-28,101,轻度污染,150,75,118,57,18,2.14,16
兰州市,2014-11-29,83,良,100,59,91,40,19,1.90,29
兰州市,2014-11-30,56,良,67,21,60,25,12,0.84,52
兰州市,2014-12-01,113,轻度污染,180,79,156,66,34,2.73,19
兰州市,2014-12-02,111,轻度污染,180,82,164,57,29,2.83,12
兰州市,2014-12-03,70,良,92,30,88,34,24,1.15,46
兰州市,2014-12-04,105,轻度污染,168,69,143,63,42,2.63,32
兰州市,2014-12-05,158,中度污染,186,120,204,78,47,4.25,27
兰州市,2014-12-06,92,良,107,63,104,43,23,1.79,27
兰州市,2014-12-07,113,轻度污染,132,71,165,58,38,2.53,15
兰州市,2014-12-08,123,轻度污染,136,92,145,63,31,2.91,15
兰州市,2014-12-09,67,良,45,33,82,25,15,0.95,32
兰州市,2014-12-10,106,轻度污染,126,54,159,44,24,1.41,22
兰州市,2014-12-11,95,良,124,36,139,23,14,0.79,51
兰州市,2014-12-12,95,良,133,54,136,49,20,1.65,19
兰州市,2014-12-13,125,轻度污染,173,91,181,68,36,2.49,12
兰州市,2014-12-14,138,轻度污染,146,84,197,56,38,2.06,25
兰州市,2014-12-15,104,轻度污染,72,40,143,27,16,0.72,53
兰州市,2014-12-16,97,良,157,65,120,68,38,2.14,14
兰州市,2014-12-17,149,轻度污染,183,113,159,69,53,3.41,16
兰州市,2014-12-18,185,中度污染,179,139,212,82,63,3.15,28
兰州市,2014-12-19,112,轻度污染,129,84,134,54,41,2.11,20
兰州市,2014-12-20,77,良,98,49,95,35,34,1.39,31
兰州市,2014-12-21,66,良,54,42,75,40,33,1.63,27
兰州市,2014-12-22,138,轻度污染,175,103,155,59,52,3.05,16
兰州市,2014-12-23,148,轻度污染,150,112,163,60,61,2.87,18
兰州市,2014-12-24,106,轻度污染,76,79,118,52,43,2.13,22
兰州市,2014-12-25,118,轻度污染,123,88,136,60,48,2.42,20
兰州市,2014-12-26,153,中度污染,148,115,165,56,47,2.51,18
兰州市,2014-12-27,175,中度污染,151,133,189,62,47,2.83,17
兰州市,2014-12-28,203,重度污染,149,156,222,71,51,3.29,20
兰州市,2014-12-29,149,轻度污染,118,112,173,66,50,3.00,23
兰州市,2014-12-30,111,轻度污染,94,81,136,50,53,2.38,23
兰州市,2014-12-31,69,良,184,34,85,37,35,1.70,16
兰州市,2015-01-01,134,轻度污染,325,100,164,57,69,2.91,20
兰州市,2015-01-02,154,中度污染,596,117,179,59,67,3.21,21
兰州市,2015-01-03,187,中度污染,317,142,212,74,71,3.69,18
兰州市,2015-01-04,92,良,71,56,111,37,30,1.45,37
兰州市,2015-01-05,48,优,25,17,52,31,25,1.17,39
兰州市,2015-01-06,59,良,123,34,66,41,33,1.81,23
兰州市,2015-01-07,67,良,126,46,79,40,28,1.80,19
兰州市,2015-01-08,91,良,171,64,115,55,44,2.67,18
兰州市,2015-01-09,117,轻度污染,202,88,138,69,50,3.41,17
兰州市,2015-01-10,109,轻度污染,175,81,133,69,57,3.62,20
兰州市,2015-01-11,118,轻度污染,211,87,149,73,68,4.21,19
兰州市,2015-01-12,127,轻度污染,270,95,161,80,63,4.03,20
兰州市,2015-01-13,94,良,200,69,108,46,34,2.64,25
兰州市,2015-01-14,96,良,187,70,111,50,31,2.23,23
兰州市,2015-01-15,64,良,84,31,75,33,22,1.37,49
兰州市,2015-01-16,99,良,168,68,132,73,47,3.09,28
兰州市,2015-01-17,88,良,152,57,114,48,29,2.21,41
兰州市,2015-01-18,80,良,104,50,101,62,33,2.85,37
兰州市,2015-01-19,91,良,168,63,118,67,43,3.48,32
兰州市,2015-01-20,91,良,151,64,120,57,44,2.76,38
兰州市,2015-01-21,90,良,143,53,124,86,75,3.61,35
兰州市,2015-01-22,110,轻度污染,206,79,146,84,60,3.69,26
兰州市,2015-01-23,118,轻度污染,167,88,152,75,53,3.10,29
兰州市,2015-01-24,87,良,92,45,120,39,28,1.89,50
兰州市,2015-01-25,101,轻度污染,128,73,137,63,46,2.97,32
兰州市,2015-01-26,78,良,84,33,103,25,23,1.56,58
兰州市,2015-01-27,62,良,117,31,72,33,27,1.78,46
兰州市,2015-01-28,70,良,253,38,87,26,22,1.55,43
兰州市,2015-01-29,78,良,244,32,104,28,20,1.80,49
兰州市,2015-01-30,67,良,162,38,77,37,18,1.99,36
兰州市,2015-01-31,83,良,236,61,73,36,23,2.41,42
兰州市,2015-02-01,90,良,215,66,81,39,19,2.51,40
兰州市,2015-02-02,81,良,131,59,75,39,24,2.29,47
兰州市,2015-02-03,91,良,154,67,98,41,30,2.39,45
兰州市,2015-02-04,60,良,94,42,52,20,16,1.66,70
兰州市,2015-02-05,80,良,175,58,76,43,22,2.21,44
兰州市,2015-02-06,90,良,173,65,96,36,28,2.10,45
兰州市,2015-02-07,72,良,92,42,91,37,19,1.87,53
兰州市,2015-02-08,86,良,231,55,116,52,24,2.22,48
兰州市,2015-02-09,95,良,235,68,131,63,35,2.64,42
兰州市,2015-02-10,95,良,170,68,120,56,35,2.49,42
兰州市,2015-02-11,84,良,120,54,111,69,43,2.66,39
兰州市,2015-02-12,86,良,140,58,114,75,54,3.14,38
兰州市,2015-02-13,80,良,128,53,103,64,46,2.99,36
兰州市,2015-02-14,197,中度污染,312,80,274,42,32,2.51,46
兰州市,2015-02-15,77,良,113,29,103,24,15,1.42,63
兰州市,2015-02-16,78,良,105,45,103,49,34,2.29,51
兰州市,2015-02-17,76,良,132,48,100,46,38,2.58,53
兰州市,2015-02-18,92,良,199,65,120,39,39,2.31,59
兰州市,2015-02-19,124,轻度污染,223,93,138,30,30,2.00,57
兰州市,2015-02-20,77,良,239,35,102,15,15,1.08,73
兰州市,2015-02-21,68,良,183,27,84,16,13,1.15,62
兰州市,2015-02-22,67,良,135,30,81,26,19,1.44,63
兰州市,2015-02-23,75,良,181,37,98,22,16,1.39,66
兰州市,2015-02-24,52,良,94,29,57,28,10,1.58,40
兰州市,2015-02-25,130,轻度污染,315,57,208,26,9,1.43,47
兰州市,2015-02-26,74,良,227,38,97,31,12,1.45,51
兰州市,2015-02-27,106,轻度污染,343,43,160,17,16,1.14,63
兰州市,2015-02-28,45,优,160,18,45,20,15,1.17,58
兰州市,2015-03-01,71,良,225,46,83,37,30,2.20,65
